Name,P-value,corrected pvalue,ASTb-Mean(%),ASTb-Sd(%),ASCK-Mean(%),ASCK-Sd(%),KDTb-Mean(%),KDTb-Sd(%),KDCK-Mean(%),KDCK-Sd(%),XBTb-Mean(%),XBTb-Sd(%),XBCK-Mean(%),XBCK-Sd(%),XYTb-Mean(%),XYTb-Sd(%),XYCK-Mean(%),XYCK-Sd(%)
"6.3.5.1","0.9023","0.9043","0.0853","0.0059","0.0886","0.0067","0.0895","0.0053","0.0898","0.0042","0.0889","0.0034","0.0898","0.0049","0.0877","0.0017","0.0884","0.0014"
"4.99.1.4","0.2483","0.2782","0.0862","0.003","0.0908","0.0032","0.0845","0.0066","0.0894","0.0027","0.0882","0.003","0.0878","0.001","0.0884","0.0008","0.0909","0.0006"
"4.1.2.14","0.05568","0.08492","0.0906","0.0048","0.0861","0.0047","0.0866","0.0018","0.0859","0.0013","0.0891","0.0035","0.0833","0.0028","0.093","0.0104","0.0895","0.0005"
"2.7.7.87","0.008729","0.02531","0.0841","0.0077","0.096","0.0102","0.0861","0.0056","0.1016","0.0063","0.079","0.0086","0.0934","0.0036","0.0725","0.0174","0.091","0.0017"
"4.1.3.42","0.06723","0.09873","0.0905","0.0048","0.0861","0.0047","0.0865","0.0018","0.0859","0.0013","0.0889","0.0035","0.0833","0.0028","0.093","0.0104","0.0895","0.0005"
"1.3.1.76","0.1131","0.1437","0.0851","0.0027","0.0905","0.0035","0.0843","0.0066","0.0894","0.0027","0.0866","0.0019","0.0876","0.001","0.0883","0.0007","0.0905","0.0006"
"1.2.4.2","0.3708","0.3955","0.0877","0.0046","0.0895","0.0047","0.0894","0.0019","0.0843","0.0022","0.0879","0.0032","0.089","0.0017","0.0855","0.0036","0.0872","0.0006"
"2.4.99.17","0.008657","0.02524","0.084","0.006","0.0949","0.0104","0.0822","0.0075","0.1007","0.0059","0.08","0.006","0.0936","0.0037","0.0729","0.0161","0.0917","0.0017"
"2.7.9.1","0.04239","0.06889","0.086","0.0095","0.0907","0.009","0.0876","0.0077","0.0925","0.0034","0.0914","0.0015","0.0799","0.0021","0.0814","0.0033","0.0842","0.001"
"4.1.1.65","0.002209","0.01834","0.0794","0.0033","0.0911","0.0062","0.0792","0.0101","0.1036","0.0035","0.072","0.0027","0.0952","0.0017","0.0773","0.0144","0.0955","0.0004"
"3.2.1.1","0.005977","0.02211","0.0834","0.0057","0.0791","0.0074","0.0823","0.0063","0.0771","0.002","0.0839","0.0061","0.094","0.0019","0.0939","0.0058","0.097","0.0016"
"2.4.2.8","0.085","0.1162","0.0905","0.0084","0.0864","0.0114","0.0896","0.0063","0.0788","0.006","0.0943","0.0058","0.081","0.0065","0.0868","0.0037","0.0795","0.002"
"2.7.1.4","0.009747","0.02648","0.0896","0.001","0.0835","0.004","0.0889","0.0038","0.0798","0.0035","0.0904","0.0044","0.0858","0.0022","0.0849","0.0016","0.0836","0.0002"
"3.5.1.18","0.01276","0.03107","0.0896","0.0013","0.0865","0.0098","0.0898","0.0066","0.0773","0.0062","0.0946","0.0039","0.0777","0.0068","0.0907","0.0081","0.079","0.0006"
"1.13.11.3","0.3553","0.3804","0.0816","0.0082","0.0784","0.0162","0.084","0.0056","0.0794","0.0075","0.0853","0.0114","0.0872","0.0097","0.1005","0.0129","0.0876","0.0028"
"2.7.7.77","0.02168","0.04388","0.083","0.0052","0.0909","0.0072","0.0837","0.0048","0.0952","0.0038","0.0779","0.0074","0.0867","0.0024","0.0742","0.0155","0.0867","0.0008"
"2.3.1.117","0.01358","0.03232","0.0795","0.0053","0.0845","0.0105","0.0808","0.0043","0.0907","0.0029","0.0785","0.0025","0.0869","0.0011","0.0868","0.0009","0.0877","0.0002"
"1.1.99.1","0.6321","0.6431","0.0862","0.0058","0.0814","0.011","0.0922","0.0078","0.0806","0.0035","0.0825","0.0065","0.0845","0.0093","0.0846","0.0085","0.083","0.0016"
"2.4.1.15","0.1773","0.211","0.0845","0.0074","0.0843","0.0066","0.0846","0.0054","0.0756","0.0076","0.0838","0.0022","0.0829","0.0045","0.0949","0.0059","0.084","0.0005"
"4.1.1.98","0.01138","0.02911","0.0711","0.0053","0.0857","0.0211","0.0739","0.0127","0.1039","0.0143","0.0572","0.009","0.1038","0.0112","0.0794","0.0265","0.0933","0.0028"
"6.3.4.18","0.07731","0.1093","0.0801","0.0057","0.0838","0.0097","0.0791","0.0046","0.086","0.0009","0.0805","0.0029","0.0866","0.0011","0.0855","0.0027","0.086","0.0004"
"3.5.4.4","0.312","0.3381","0.0818","0.0088","0.0706","0.019","0.0778","0.0122","0.0805","0.0056","0.0895","0.0105","0.0776","0.0104","0.1032","0.023","0.0857","0.0007"
"4.2.1.47","0.002559","0.01834","0.078","0.001","0.0879","0.0006","0.0827","0.0074","0.0932","0.0008","0.0729","0.0064","0.0897","0.0015","0.0738","0.0094","0.0876","0.0005"
"1.16.3.1","0.006233","0.02233","0.0757","0.0079","0.0861","0.0133","0.0739","0.007","0.0991","0.0014","0.0673","0.0049","0.0889","0.0023","0.0822","0.0126","0.0905","0.0002"
"4.4.1.5","0.1872","0.2206","0.0862","0.0016","0.0823","0.0087","0.0849","0.0113","0.0815","0.0051","0.0757","0.0073","0.0882","0.0061","0.0768","0.0146","0.0828","0.0003"
"1.4.3.5","0.01401","0.03303","0.0837","0.0007","0.0817","0.0047","0.0868","0.0019","0.076","0.0034","0.0839","0.0016","0.0796","0.0029","0.0855","0.0047","0.0783","0.0001"
"1.1.1.30","0.5989","0.6115","0.0796","0.008","0.0801","0.0132","0.0819","0.005","0.0792","0.0067","0.0775","0.0095","0.0862","0.0103","0.0814","0.0062","0.0877","0.0024"
"3.6.1.13","0.005688","0.0216","0.0858","0.0056","0.0814","0.0055","0.0838","0.0092","0.0835","0.0053","0.0911","0.005","0.0716","0.0056","0.0822","0.0045","0.074","0.0012"
"2.1.1.190","0.009717","0.02646","0.0787","0.0046","0.0868","0.0087","0.0782","0.0089","0.0974","0.0061","0.0716","0.0068","0.0859","0.0038","0.0685","0.017","0.0849","0.0017"
"3.6.3.29","0.0009119","0.01834","0.0772","0.0006","0.0843","0.0009","0.0785","0.0011","0.0877","0.0009","0.0773","0.0011","0.0823","0.0016","0.08","0.0022","0.0845","0.0003"
"3.5.4.33","0.5743","0.5889","0.082","0.0052","0.0808","0.0098","0.081","0.0079","0.0796","0.0062","0.0864","0.0055","0.0792","0.0077","0.0836","0.0044","0.0785","0.0017"
"1.2.1.70","0.3429","0.3678","0.0821","0.0069","0.0807","0.0093","0.0822","0.0078","0.0799","0.0068","0.0877","0.0063","0.0774","0.0069","0.082","0.0049","0.0765","0.0018"
"3.2.1.4","0.008356","0.02501","0.0872","0.0037","0.0725","0.0072","0.0815","0.0034","0.0727","0.0008","0.0855","0.005","0.0795","0.0014","0.0881","0.0045","0.0807","0.0011"
"1.2.1.18","0.08749","0.1184","0.0836","0.0058","0.0784","0.0084","0.0806","0.0026","0.0761","0.0061","0.083","0.0031","0.076","0.005","0.0909","0.0071","0.0784","0.0005"
"1.2.1.27","0.08749","0.1184","0.0836","0.0058","0.0784","0.0084","0.0806","0.0026","0.0761","0.0061","0.083","0.0031","0.076","0.005","0.0909","0.0071","0.0784","0.0005"
"4.1.99.17","0.001361","0.01834","0.0732","0.0039","0.0836","0.008","0.0716","0.0032","0.0946","0.0016","0.0681","0.0031","0.0854","0.0041","0.0805","0.004","0.0887","0.0008"
"3.2.1.51","0.05002","0.07805","0.0742","0.0126","0.0741","0.0373","0.0724","0.0177","0.0863","0.0155","0.0617","0.008","0.1076","0.0194","0.0751","0.0175","0.0941","0.0038"
"2.4.2.28","0.006377","0.0225","0.0752","0.0042","0.0844","0.0014","0.0765","0.0048","0.0894","0.0006","0.0744","0.0041","0.078","0.0027","0.0779","0.0008","0.0842","0.0001"
"2.6.1.52","0.01118","0.02883","0.0856","0.0017","0.0818","0.0061","0.0843","0.0032","0.071","0.007","0.0861","0.0019","0.075","0.0054","0.0824","0.0039","0.0734","0.0007"
"1.1.1.38","0.002154","0.01834","0.0871","0.0036","0.0731","0.0052","0.0828","0.0214","0.0648","0.0007","0.1032","0.011","0.0628","0.0028","0.0945","0.0265","0.0709","0.0007"
"2.7.8.8","0.002939","0.01834","0.0756","0.0011","0.0824","0.0086","0.0723","0.0082","0.095","0.0037","0.0686","0.0036","0.086","0.0032","0.072","0.0121","0.0865","0.0004"
"1.1.1.81","0.001588","0.01834","0.0683","0.005","0.0864","0.0075","0.0731","0.0164","0.0976","0.0018","0.0559","0.0098","0.0956","0.0035","0.0635","0.0219","0.0934","0.0013"
"5.3.1.28","0.1386","0.1704","0.0794","0.0056","0.078","0.0104","0.0815","0.004","0.0861","0.0083","0.0835","0.0074","0.0739","0.0065","0.0737","0.0044","0.0774","0.0015"
"2.3.1.47","0.03327","0.05811","0.0797","0.002","0.0794","0.0039","0.081","0.0042","0.0702","0.0041","0.0791","0.0043","0.0774","0.0054","0.089","0.0068","0.0758","0.0002"
"4.3.1.3","0.002722","0.01834","0.0832","0.0024","0.0721","0.0005","0.0789","0.0049","0.0715","0.0012","0.083","0.0055","0.0766","0.0006","0.0869","0.0106","0.0738","0.0009"
"4.4.1.8","0.3153","0.3409","0.0784","0.0037","0.0797","0.0052","0.0734","0.006","0.0809","0.002","0.0759","0.0038","0.08","0.002","0.0775","0.0021","0.0792","0.0008"
"2.8.1.6","0.04415","0.07099","0.0743","0.0052","0.0786","0.0064","0.0719","0.0043","0.0839","0.002","0.0742","0.0023","0.0768","0.0039","0.0828","0.0044","0.0778","0.0005"
"2.4.2.21","0.01458","0.03372","0.0804","0.0014","0.0759","0.0094","0.0847","0.0097","0.0652","0.0062","0.0886","0.0062","0.0722","0.0056","0.0808","0.0081","0.0727","0.0008"
"1.3.8.6","0.146","0.1781","0.0751","0.0054","0.0755","0.0114","0.0733","0.0019","0.0779","0.0012","0.08","0.0066","0.0739","0.0023","0.0845","0.0086","0.0747","0.0002"
"6.6.1.1","0.003022","0.01834","0.0813","0.0007","0.0719","0.0057","0.0795","0.0103","0.0661","0.0009","0.0907","0.0085","0.0651","0.0056","0.0901","0.0211","0.0694","0.0004"
"6.2.1.30","0.5419","0.5588","0.0765","0.0029","0.0767","0.0143","0.0767","0.0052","0.072","0.0034","0.0809","0.004","0.0769","0.0055","0.0785","0.008","0.0757","0.0006"
"1.13.11.27","0.009346","0.02601","0.073","0.006","0.0752","0.0051","0.0744","0.0059","0.078","0.0023","0.0706","0.0045","0.0832","0.0008","0.078","0.0026","0.0799","0.0008"
"6.3.3.2","0.01845","0.03974","0.0768","0.0021","0.0783","0.0028","0.0746","0.004","0.078","0.0019","0.0817","0.0043","0.0716","0.0026","0.0766","0.003","0.0738","0.0006"
"2.7.8.37","0.02496","0.04819","0.0656","0.0102","0.0871","0.0192","0.075","0.0199","0.0805","0.0044","0.0527","0.0132","0.0895","0.0124","0.0631","0.0242","0.0923","0.0029"
"2.4.2.1","0.005597","0.02139","0.0842","0.0081","0.0738","0.0085","0.082","0.0086","0.0669","0.006","0.0909","0.0076","0.0669","0.0066","0.0748","0.0053","0.0662","0.0011"
"1.2.5.1","0.05816","0.08827","0.0685","0.014","0.0728","0.0156","0.0701","0.006","0.0832","0.0061","0.065","0.0055","0.0796","0.0034","0.0834","0.0057","0.0822","0.0014"
"3.1.1.24","0.206","0.2389","0.073","0.0031","0.072","0.0127","0.0801","0.0057","0.0631","0.0064","0.0799","0.008","0.0767","0.0088","0.0785","0.0087","0.0761","0.0021"
"4.1.1.31","0.03915","0.06578","0.0719","0.0082","0.0762","0.0091","0.0688","0.005","0.079","0.0023","0.0682","0.0026","0.0765","0.0008","0.0789","0.0025","0.0796","0.0006"
"2.3.1.191","0.002695","0.01834","0.0589","0.0025","0.0813","0.0163","0.0621","0.0122","0.1059","0.0102","0.0471","0.008","0.0923","0.0098","0.0595","0.022","0.0902","0.002"
"3.1.3.12","0.4388","0.4597","0.073","0.0039","0.0756","0.0074","0.0763","0.0076","0.067","0.0079","0.0765","0.0034","0.072","0.0053","0.0762","0.0048","0.0733","0.0004"
"2.7.7.59","0.005189","0.02065","0.0667","0.0056","0.0748","0.0095","0.0672","0.0044","0.0812","0.0007","0.0646","0.0036","0.0775","0.0013","0.0777","0.0031","0.0796","0.0002"
"1.18.1.3","0.04695","0.07425","0.0761","0.005","0.0713","0.0091","0.0793","0.0037","0.0594","0.006","0.0788","0.0043","0.071","0.0079","0.0802","0.0064","0.072","0.0019"
"2.5.1.90","0.005056","0.02038","0.0683","0.0056","0.0801","0.0073","0.0718","0.01","0.0865","0.0036","0.0589","0.0097","0.0812","0.0041","0.0617","0.0154","0.0771","0.0012"
"1.1.1.262","0.002205","0.01834","0.0676","0.0049","0.0789","0.0042","0.07","0.0143","0.0843","0.002","0.0566","0.007","0.0859","0.0019","0.0625","0.0193","0.0792","0.0003"
"1.3.8.1","0.002626","0.01834","0.0658","0.004","0.072","0.0034","0.0713","0.0044","0.0767","0.0048","0.0646","0.0036","0.082","0.0057","0.0671","0.0022","0.0844","0.0006"
"2.7.7.27","0.2564","0.2858","0.0726","0.0043","0.0688","0.0062","0.0683","0.0008","0.0787","0.0048","0.0737","0.007","0.0746","0.0052","0.0729","0.0024","0.0743","0.0005"
"3.1.1.5","0.005217","0.02068","0.0656","0.005","0.079","0.0043","0.0704","0.0164","0.0857","0.0024","0.0547","0.0064","0.0834","0.0017","0.06","0.0205","0.0823","0.001"
"4.1.2.17","0.03555","0.06122","0.0704","0.006","0.0726","0.0049","0.0718","0.0038","0.075","0.002","0.0684","0.0033","0.074","0.0014","0.0679","0.0057","0.079","0.0007"
"1.17.99.6","0.007766","0.0241","0.0632","0.0021","0.0768","0.0145","0.0625","0.0117","0.0912","0.0089","0.0528","0.0053","0.0854","0.0097","0.0611","0.0217","0.0841","0.0013"
"2.5.1.39","0.006504","0.0225","0.0674","0.0017","0.0769","0.0071","0.0683","0.0116","0.0811","0.0048","0.0578","0.0082","0.0828","0.0037","0.0656","0.0172","0.0767","0.0009"
"3.5.4.5","0.1453","0.1774","0.076","0.0012","0.0725","0.0074","0.0718","0.002","0.0673","0.0022","0.0756","0.0052","0.0703","0.0045","0.0717","0.0026","0.0711","0.0005"
"3.5.1.87","0.5438","0.5604","0.0713","0.0055","0.0701","0.0107","0.0722","0.0066","0.0721","0.0027","0.068","0.0064","0.076","0.0029","0.0711","0.005","0.0746","0.0013"
"3.4.11.5","0.7281","0.7357","0.0694","0.0074","0.0685","0.0107","0.069","0.0039","0.0725","0.0007","0.0692","0.0081","0.0721","0.0065","0.0761","0.0114","0.0741","0.0005"
"5.1.3.3","0.005923","0.02207","0.0763","0.0103","0.0611","0.0055","0.0759","0.0058","0.055","0.0041","0.0764","0.0051","0.0751","0.0017","0.0812","0.0043","0.0682","0.0006"
"2.7.3.9","0.2987","0.3253","0.0744","0.0016","0.0749","0.0089","0.0682","0.0068","0.0717","0.0024","0.0704","0.0038","0.0678","0.0028","0.0707","0.0025","0.0686","0.0009"
"3.2.2.20","0.5107","0.5285","0.0692","0.0068","0.071","0.0082","0.0696","0.0049","0.069","0.0047","0.0682","0.0043","0.0713","0.0023","0.0769","0.0052","0.0715","0.0007"
"3.8.1.2","0.702","0.7109","0.0743","0.0071","0.0701","0.0107","0.0767","0.0066","0.0707","0.0054","0.0685","0.0048","0.0713","0.0085","0.0679","0.0124","0.0671","0.001"
"1.13.11.5","0.08269","0.1137","0.0676","0.004","0.0712","0.0082","0.0688","0.002","0.0742","0.0014","0.0671","0.0022","0.07","0.0011","0.0735","0.0049","0.0716","0.0001"
"3.7.1.2","0.1449","0.1771","0.0669","0.0072","0.0676","0.0104","0.0683","0.0032","0.0709","0.0019","0.067","0.0046","0.073","0.0007","0.0744","0.0042","0.0704","0.0005"
"5.5.1.4","0.008908","0.02531","0.0732","0.009","0.0671","0.0056","0.0776","0.0071","0.0587","0.002","0.0789","0.0034","0.0643","0.0034","0.072","0.0083","0.0641","0.0009"
"3.1.6.1","0.1356","0.1672","0.0705","0.005","0.0715","0.0098","0.0692","0.0088","0.0636","0.0043","0.0582","0.012","0.0773","0.0069","0.0692","0.0158","0.0748","0.0007"
"2.3.3.9","0.02771","0.05108","0.0657","0.0103","0.0654","0.0109","0.0617","0.0043","0.0741","0.0012","0.063","0.006","0.0725","0.0018","0.0765","0.0037","0.0744","0.0007"
"3.4.11.2","0.0116","0.02939","0.0717","0.0055","0.0684","0.007","0.0735","0.0018","0.0593","0.0034","0.0717","0.0032","0.0676","0.0007","0.0762","0.0043","0.0642","0.0003"
"3.5.2.7","0.003678","0.01878","0.0723","0.0017","0.0654","0.0017","0.0696","0.0026","0.0654","0.0017","0.0745","0.0034","0.0645","0.0014","0.0752","0.0103","0.0654","0.0004"
"3.1.21.2","0.008901","0.02531","0.073","0.004","0.0638","0.0043","0.0672","0.0182","0.062","0.0049","0.0858","0.0095","0.0549","0.0033","0.0799","0.0238","0.0644","0.0004"
"2.7.1.45","0.1082","0.1388","0.0667","0.0088","0.0649","0.0107","0.0605","0.0027","0.0692","0.0016","0.0655","0.0076","0.0696","0.0027","0.0769","0.0088","0.0748","0.0004"
"2.1.1.33","0.1212","0.1525","0.0691","0.0039","0.0721","0.0028","0.0683","0.0035","0.0668","0.0041","0.0665","0.0008","0.0697","0.0042","0.0703","0.0035","0.0652","0.0008"
"4.2.1.49","0.008566","0.02513","0.0703","0.0006","0.0658","0.0011","0.0709","0.0026","0.0661","0.0022","0.0697","0.0018","0.0675","0.0019","0.0723","0.0039","0.0646","0.0008"
"4.1.1.11","0.01708","0.03748","0.07","0.0028","0.0679","0.0022","0.0681","0.0089","0.0633","0.0015","0.0756","0.0043","0.0649","0.0018","0.0727","0.0099","0.0644","0.0005"
"3.4.21.26","0.07742","0.1094","0.0663","0.0053","0.0622","0.0144","0.065","0.0033","0.0646","0.0039","0.0651","0.0039","0.0745","0.006","0.0747","0.0029","0.072","0.0003"
"5.4.99.16","0.02797","0.05142","0.0649","0.0047","0.0624","0.0083","0.0648","0.0042","0.0621","0.003","0.0671","0.0047","0.0695","0.0025","0.0757","0.0089","0.0756","0.002"
"1.14.13.149","0.01711","0.0375","0.071","0.0042","0.0563","0.0149","0.0735","0.0104","0.0517","0.0009","0.0831","0.0142","0.0604","0.0056","0.0815","0.0256","0.0616","0.0009"
"3.5.99.10","0.2705","0.299","0.0673","0.0073","0.0678","0.0104","0.0693","0.001","0.0659","0.0077","0.0673","0.0067","0.0751","0.0091","0.0554","0.0109","0.0712","0.0017"
"1.4.3.4","0.1154","0.1464","0.0682","0.0056","0.062","0.0093","0.0685","0.0061","0.0581","0.0056","0.0674","0.0055","0.0644","0.0037","0.0802","0.0146","0.0683","0.0009"
"5.4.2.11","0.01878","0.04018","0.0718","0.005","0.064","0.007","0.0692","0.0049","0.058","0.0056","0.0759","0.0066","0.0612","0.0058","0.071","0.0072","0.0616","0.001"
"3.5.2.10","0.06418","0.09546","0.0639","0.0031","0.0653","0.0075","0.0648","0.0041","0.0742","0.002","0.0673","0.0066","0.0603","0.0017","0.068","0.007","0.0687","0.0003"
"1.13.11.2","0.06214","0.09292","0.0635","0.008","0.065","0.0139","0.0722","0.0095","0.0644","0.0031","0.0605","0.0062","0.0747","0.0068","0.0566","0.0109","0.0727","0.0019"
"2.7.8.26","0.329","0.3542","0.0661","0.0031","0.0682","0.0062","0.0645","0.0053","0.0605","0.005","0.0694","0.0046","0.0647","0.0051","0.0676","0.0052","0.0679","0.0009"
"2.1.1.177","0.001859","0.01834","0.0589","0.0034","0.0712","0.0061","0.0593","0.0066","0.079","0.0039","0.0509","0.005","0.076","0.0022","0.0581","0.0139","0.0731","0.0009"
"3.5.1.10","0.0397","0.06607","0.0688","0.009","0.0594","0.0087","0.0673","0.0059","0.0577","0.0043","0.0738","0.0081","0.0632","0.003","0.0723","0.01","0.0625","0"
"6.5.1.6","0.031","0.05514","0.0613","0.0063","0.0639","0.0099","0.0613","0.0035","0.0703","0.0011","0.0609","0.0045","0.068","0.0008","0.069","0.0031","0.0691","0.0008"
"6.5.1.7","0.031","0.05514","0.0613","0.0063","0.0639","0.0099","0.0613","0.0035","0.0703","0.0011","0.0609","0.0045","0.068","0.0008","0.069","0.0031","0.0691","0.0008"
"4.1.2.52","0.4115","0.4349","0.0645","0.0029","0.0668","0.0134","0.0707","0.0087","0.0624","0.0015","0.0632","0.0055","0.0685","0.0052","0.0609","0.006","0.0665","0.0007"
"3.1.26.12","0.4316","0.4529","0.0644","0.0021","0.0654","0.0067","0.0653","0.003","0.0629","0.0058","0.0656","0.0035","0.0621","0.0058","0.0699","0.0042","0.0632","0.0011"
"4.1.2.4","0.5908","0.6038","0.0665","0.0041","0.0654","0.0062","0.0608","0.0049","0.0643","0.0037","0.068","0.0053","0.063","0.0075","0.066","0.0046","0.063","0.0009"
"1.14.11.17","0.07264","0.1047","0.0632","0.0066","0.0589","0.0079","0.0671","0.0102","0.0606","0.0041","0.0566","0.0091","0.0736","0.0096","0.0718","0.0034","0.065","0.0017"
"3.1.4.3","0.02086","0.04283","0.052","0.0176","0.0592","0.0278","0.0532","0.0084","0.079","0.0095","0.0395","0.0039","0.0795","0.0139","0.0716","0.0132","0.0822","0.0018"
"1.3.5.2","0.113","0.1436","0.0664","0.004","0.0649","0.0039","0.0642","0.0024","0.0584","0.0052","0.0653","0.0035","0.0643","0.0042","0.0691","0.0052","0.0627","0.0006"
"2.6.1.19","0.006807","0.02264","0.0703","0.0003","0.0566","0.0048","0.0651","0.0052","0.0512","0.0027","0.0756","0.0081","0.0596","0.006","0.075","0.0142","0.0609","0.0004"
"6.3.5.11","0.02464","0.04785","0.0658","0.0024","0.0652","0.0083","0.0663","0.0059","0.0547","0.0062","0.0689","0.0027","0.0589","0.0043","0.0706","0.0085","0.0624","0.0015"
"6.3.5.9","0.02464","0.04785","0.0658","0.0024","0.0652","0.0083","0.0663","0.0059","0.0547","0.0062","0.0689","0.0027","0.0589","0.0043","0.0706","0.0085","0.0624","0.0015"
"1.8.1.8","0.00745","0.02355","0.0566","0.0014","0.0633","0.0114","0.0603","0.0126","0.0738","0.0081","0.0481","0.0074","0.0812","0.0057","0.0572","0.0183","0.071","0.0015"
"6.3.4.20","0.0133","0.03193","0.0596","0.0042","0.0699","0.0107","0.0601","0.0135","0.0779","0.0042","0.0512","0.0056","0.07","0.0044","0.0523","0.0178","0.0698","0.0007"
"2.5.1.55","0.001645","0.01834","0.0525","0.0008","0.0701","0.0088","0.0552","0.0106","0.0871","0.0058","0.0431","0.0066","0.0751","0.0042","0.0513","0.0171","0.0727","0.0014"
"2.7.7.76","0.05839","0.08857","0.063","0.0052","0.0662","0.0057","0.0671","0.0095","0.0702","0.0017","0.0555","0.0067","0.0659","0.0019","0.0548","0.0144","0.0637","0.0004"
"2.7.7.42","0.5198","0.5372","0.0622","0.0034","0.0644","0.0059","0.0624","0.002","0.0627","0.0061","0.0621","0.0037","0.0617","0.0057","0.0686","0.0041","0.0614","0.0012"
"3.5.1.108","0.002001","0.01834","0.0518","0.0005","0.0706","0.009","0.0546","0.0106","0.087","0.0059","0.0426","0.0067","0.0741","0.0045","0.0515","0.0172","0.0731","0.0013"
"1.4.3.19","0.07455","0.1067","0.0624","0.0054","0.0603","0.0061","0.0617","0.0042","0.0586","0.0031","0.0627","0.0033","0.0609","0.0011","0.0713","0.007","0.0668","0.0011"
"5.1.3.14","0.1311","0.1623","0.0661","0.0066","0.0608","0.0077","0.0622","0.0096","0.0621","0.0065","0.0735","0.0041","0.0581","0.0026","0.0628","0.0095","0.0586","0.0004"
"2.6.1.62","0.05088","0.07884","0.0611","0.0035","0.0619","0.0062","0.0611","0.0036","0.0575","0.0033","0.0608","0.0026","0.0653","0.0045","0.0713","0.0077","0.0648","0.0006"
"2.7.7.38","0.001619","0.01834","0.0517","0.0009","0.0685","0.0089","0.0542","0.0107","0.0868","0.0057","0.0423","0.0065","0.0744","0.0041","0.0507","0.017","0.0727","0.0014"
"4.3.1.12","0.03274","0.05758","0.0678","0.0062","0.0593","0.0105","0.0628","0.0036","0.0573","0.0044","0.0694","0.0109","0.054","0.0058","0.0715","0.0132","0.0586","0.0016"
"6.3.3.3","0.08237","0.1133","0.0609","0.0035","0.0607","0.0053","0.0612","0.0034","0.057","0.0031","0.0612","0.0026","0.0643","0.0043","0.0708","0.008","0.0639","0.0007"
"2.4.1.182","0.001834","0.01834","0.0508","0.0007","0.0696","0.0093","0.0537","0.0104","0.0868","0.0063","0.042","0.0065","0.0732","0.0046","0.0498","0.0172","0.0723","0.0013"
"5.3.1.23","0.02225","0.04468","0.0583","0.0055","0.065","0.0084","0.0572","0.0089","0.0821","0.0061","0.0557","0.0033","0.0616","0.0042","0.0512","0.0111","0.0666","0.0007"
"2.4.1.25","0.0518","0.07987","0.057","0.0018","0.0615","0.0083","0.0587","0.001","0.0687","0.0042","0.0564","0.0035","0.0649","0.0055","0.0655","0.0038","0.0648","0.0001"
"3.4.17.11","0.002528","0.01834","0.0534","0.0076","0.0583","0.0063","0.0599","0.0103","0.0702","0.004","0.0495","0.0072","0.0784","0.0012","0.0529","0.0134","0.0749","0.0014"
"1.11.1.21","0.06131","0.09198","0.062","0.0036","0.0585","0.0077","0.0643","0.0052","0.0548","0.0026","0.0622","0.0028","0.063","0.0005","0.07","0.0082","0.0606","0.0002"
"3.1.13.3","0.8552","0.8587","0.0622","0.0046","0.0641","0.0098","0.0577","0.0072","0.0633","0.0066","0.0647","0.0035","0.059","0.0077","0.0622","0.008","0.0615","0.0014"
"2.7.7.62","0.3608","0.3853","0.0627","0.0037","0.0626","0.0073","0.0607","0.0047","0.0567","0.0045","0.0662","0.0056","0.0591","0.0045","0.063","0.0057","0.0637","0.001"
"2.7.1.156","0.3608","0.3853","0.0626","0.0037","0.0626","0.0073","0.0607","0.0047","0.0567","0.0045","0.0662","0.0056","0.0591","0.0045","0.063","0.0058","0.0637","0.001"
"2.3.1.129","0.001725","0.01834","0.0474","0.0048","0.0684","0.0116","0.0489","0.0075","0.0893","0.0067","0.0385","0.0059","0.0756","0.0051","0.0517","0.0154","0.0745","0.0016"
"1.7.1.13","0.002514","0.01834","0.0554","0.0019","0.0677","0.0068","0.0551","0.0102","0.0783","0.0027","0.0478","0.0037","0.0687","0.003","0.0505","0.0172","0.0693","0.0007"
"3.5.1.19","0.003901","0.01878","0.0542","0.0057","0.059","0.0092","0.0566","0.0035","0.0636","0.0018","0.0546","0.0058","0.0678","0.0008","0.0657","0.0023","0.0709","0.0016"
"3.4.13.19","0.3931","0.4175","0.0692","0.0094","0.0588","0.0144","0.0685","0.0131","0.0534","0.0088","0.0633","0.01","0.0604","0.0095","0.0593","0.0097","0.0563","0.0011"
"2.4.99.12","0.001777","0.01834","0.0503","0.001","0.0683","0.0093","0.0537","0.0113","0.0847","0.0062","0.0411","0.0069","0.0718","0.005","0.0481","0.0165","0.07","0.0012"
"2.4.99.13","0.001777","0.01834","0.0503","0.001","0.0683","0.0093","0.0537","0.0113","0.0847","0.0062","0.0411","0.0069","0.0718","0.005","0.0481","0.0165","0.07","0.0012"
"2.4.99.14","0.001777","0.01834","0.0503","0.001","0.0683","0.0093","0.0537","0.0113","0.0847","0.0062","0.0411","0.0069","0.0718","0.005","0.0481","0.0165","0.07","0.0012"
"2.4.99.15","0.001777","0.01834","0.0503","0.001","0.0683","0.0093","0.0537","0.0113","0.0847","0.0062","0.0411","0.0069","0.0718","0.005","0.0481","0.0165","0.07","0.0012"
"6.3.2.2","0.1681","0.2014","0.0596","0.006","0.0608","0.0068","0.057","0.004","0.0607","0.0061","0.0557","0.0052","0.0607","0.0065","0.0706","0.0039","0.062","0.0011"
