Name,P-value,corrected pvalue,ASTb-Mean(%),ASTb-Sd(%),ASCK-Mean(%),ASCK-Sd(%),KDTb-Mean(%),KDTb-Sd(%),KDCK-Mean(%),KDCK-Sd(%),XBTb-Mean(%),XBTb-Sd(%),XBCK-Mean(%),XBCK-Sd(%),XYTb-Mean(%),XYTb-Sd(%),XYCK-Mean(%),XYCK-Sd(%)
"3.4.21.66","0.04836","0.07584","0.0004","0.0001","0.0004","0.0004","0.0003","0.0001","0.0002","0","0.0009","0.0009","0.0004","0.0001","0.0002","0","0.0005","0.0002"
"2.2.1.10","0.002614","0.01834","0.0007","0.0002","0.0001","0.0001","0.0002","0.0001","0","0","0.0011","0.001","0.0001","0","0.0008","0.0006","0.0002","0"
"4.2.1.132","0.03826","0.06494","0.0004","0.0002","0.0005","0.0005","0.0005","0.0004","0.0002","0.0002","0.0003","0.0001","0.0002","0.0001","0.0011","0.0004","0.0001","0"
"2.1.4.2","0.002575","0.01834","0.0007","0.0002","0.0001","0.0001","0.0002","0.0001","0","0","0.0011","0.001","0.0001","0","0.0007","0.0006","0.0002","0"
"4.2.1.119","0.2143","0.2476","0.0005","0.0002","0.0004","0","0.0004","0.0001","0.0004","0.0003","0.0004","0.0001","0.0003","0","0.0005","0.0001","0.0004","0"
"2.7.4.2","0.2231","0.2563","0.0005","0.0002","0.0004","0","0.0004","0","0.0004","0.0003","0.0004","0.0002","0.0003","0","0.0004","0.0001","0.0004","0"
"4.1.99.20","0.004464","0.01956","0.0005","0.0003","0.0003","0.0002","0.0005","0.0001","0","0","0.0006","0.0003","0.0003","0.0001","0.0009","0.0005","0.0001","0"
"1.3.7.9","0.02162","0.04384","0.0004","0.0003","0.0003","0.0001","0.0001","0.0001","0.0009","0.0005","0.0003","0.0002","0.0002","0","0.0003","0","0.0008","0"
"4.1.2.56","0.0047","0.0199","0.0005","0.0003","0.0002","0.0002","0.0005","0.0001","0","0","0.0006","0.0003","0.0003","0.0001","0.0009","0.0005","0.0001","0"
"2.4.2.6","0.01452","0.0337","0.0004","0.0005","0.0001","0.0001","0.0002","0.0001","0.0005","0.0001","0.0001","0","0.0008","0.0002","0.0004","0.0002","0.0005","0.0001"
"3.1.3.93","0.006499","0.0225","0.0006","0.0001","0.0003","0","0.0006","0.0001","0.0001","0","0.0005","0.0002","0.0004","0","0.0003","0.0002","0.0003","0"
"4.2.1.107","0.4093","0.433","0.0005","0.0001","0.0003","0","0.0003","0.0001","0.0004","0.0003","0.0004","0.0001","0.0003","0","0.0004","0.0002","0.0004","0"
"1.1.1.337","0.01105","0.02864","0.0004","0.0005","0.0001","0.0001","0.0002","0.0001","0.0005","0.0002","0.0001","0","0.0008","0.0002","0.0004","0.0001","0.0005","0.0001"
"1.7.2.2","0.2796","0.3075","0.0004","0.0002","0.0004","0.0004","0.0003","0","0.0005","0.0002","0.0005","0.0001","0.0003","0.0001","0.0004","0.0001","0.0002","0"
"1.3.4.1","0.01147","0.02916","0.0004","0.0005","0.0001","0.0001","0.0002","0.0001","0.0005","0.0001","0.0001","0","0.0008","0.0002","0.0004","0.0001","0.0005","0.0001"
"6.2.1.2","0.04268","0.06927","0.0004","0.0004","0.0002","0.0001","0.0001","0.0001","0.0008","0.0005","0.0004","0.0003","0.0001","0","0.0003","0.0001","0.0007","0"
"1.5.3.7","0.02235","0.04478","0.0003","0.0003","0.0003","0.0001","0.0001","0.0001","0.0008","0.0005","0.0003","0.0002","0.0001","0.0001","0.0002","0","0.0007","0"
"2.3.1.111","0.04376","0.0706","0.0002","0.0001","0.0003","0.0002","0.0002","0","0.0006","0.0004","0.0002","0.0001","0.0002","0","0.0008","0.0007","0.0002","0.0001"
"3.5.3.15","0.4055","0.4298","0.0005","0.0002","0.0003","0","0.0003","0.0001","0.0004","0.0003","0.0004","0.0001","0.0003","0","0.0004","0.0001","0.0003","0"
"1.14.12.22","0.04376","0.0706","0.0002","0.0001","0.0003","0.0002","0.0002","0","0.0006","0.0004","0.0002","0.0001","0.0002","0","0.0008","0.0007","0.0002","0.0001"
"3.7.1.13","0.04376","0.0706","0.0002","0.0001","0.0003","0.0002","0.0002","0","0.0006","0.0004","0.0002","0.0001","0.0002","0","0.0008","0.0007","0.0002","0.0001"
"6.3.2.11","0.04376","0.0706","0.0002","0.0001","0.0003","0.0002","0.0002","0","0.0006","0.0004","0.0002","0.0001","0.0002","0","0.0008","0.0007","0.0002","0.0001"
"1.3.1.101","0.01982","0.04164","0.0003","0.0003","0.0002","0.0001","0.0001","0.0001","0.0008","0.0005","0.0003","0.0002","0.0001","0","0.0002","0","0.0007","0"
"1.3.7.11","0.01982","0.04164","0.0003","0.0003","0.0002","0.0001","0.0001","0.0001","0.0008","0.0005","0.0003","0.0002","0.0001","0","0.0002","0","0.0007","0"
"1.2.1.87","0.02751","0.0508","0.0003","0.0002","0.0005","0.0005","0.0004","0.0003","0.0002","0.0002","0.0002","0.0001","0.0001","0","0.0011","0.0002","0.0001","0"
"1.2.1.81","0.06106","0.09167","0.0004","0.0002","0.0005","0.0005","0.0004","0.0004","0.0002","0","0.0002","0.0001","0.0002","0","0.0008","0.0003","0.0001","0"
"1.5.1.9","0.01309","0.03162","0.0006","0.0002","0.0003","0.0004","0.0003","0.0002","0","0","0.0007","0.0003","0.0002","0.0001","0.0005","0.0002","0.0003","0.0001"
"4.1.3.43","0.02612","0.04962","0.0003","0.0002","0.0005","0.0005","0.0004","0.0003","0.0002","0.0002","0.0002","0.0001","0.0001","0","0.0009","0.0004","0.0001","0"
"3.2.1.135","0.3463","0.3711","0.0004","0.0001","0.0003","0.0002","0.0003","0.0001","0.0002","0.0001","0.0003","0.0001","0.0003","0.0002","0.0005","0.0002","0.0004","0.0001"
"2.4.1.252","0.007638","0.02384","0.0005","0.0001","0.0002","0.0001","0.0006","0.0003","0.0001","0","0.0006","0.0005","0.0002","0","0.0005","0.0002","0.0001","0"
"1.1.1.202","0.0022","0.01834","0.0004","0.0003","0.0002","0.0002","0.0004","0.0001","0","0","0.001","0.0006","0.0002","0","0.0004","0.0002","0.0001","0"
"3.5.1.23","0.006111","0.02211","0.0003","0.0001","0.0002","0.0001","0.0005","0.0003","0.0003","0.0001","0.0004","0.0001","0.0002","0","0.0007","0.0006","0.0001","0"
"3.2.1.64","0.005623","0.02139","0.0007","0.0002","0.0002","0.0003","0.0003","0","0","0","0.001","0.0013","0.0001","0","0.0002","0.0002","0.0002","0"
"4.1.2.19","0.003931","0.01878","0.0007","0.0004","0.0002","0.0002","0.0004","0.0003","0","0","0.0008","0.0007","0.0002","0.0001","0.0003","0.0001","0.0001","0"
"2.7.1.55","0.02803","0.05145","0.0006","0.0004","0.0004","0.0005","0.0008","0.0007","0","0","0.0005","0.0002","0.0002","0","0.0002","0.0001","0.0001","0"
"3.2.2.8","0.02502","0.04819","0.0003","0.0003","0.0002","0.0001","0.0001","0.0001","0.0008","0.0005","0.0003","0.0002","0.0001","0","0.0002","0","0.0007","0"
"1.4.99.5","0.01114","0.02879","0.0002","0.0001","0.0001","0.0001","0.0002","0.0001","0.0001","0.0001","0.0001","0.0001","0.0015","0.0002","0.0001","0.0002","0.0005","0.0001"
"3.4.21.101","0.04192","0.06858","0.0002","0.0002","0.0003","0.0004","0.0005","0.0004","0.0002","0.0002","0","0","0.0005","0","0.0004","0.0003","0.0006","0.0002"
"4.1.2.57","0.001852","0.01834","0.0005","0.0002","0.0002","0.0002","0.0006","0.0005","0","0","0.0008","0.0005","0.0003","0","0.0002","0.0001","0.0001","0"
"1.5.8.1","0.02576","0.04916","0.0003","0.0002","0.0002","0.0001","0.0004","0.0003","0.0001","0.0001","0.0002","0.0001","0.0006","0","0.0003","0.0002","0.0005","0.0001"
"1.5.8.2","0.02576","0.04916","0.0003","0.0002","0.0002","0.0001","0.0004","0.0003","0.0001","0.0001","0.0002","0.0001","0.0006","0","0.0003","0.0002","0.0005","0.0001"
"1.1.1.291","0.02552","0.04887","0.0003","0.0003","0.0002","0.0001","0.0001","0.0001","0.0008","0.0005","0.0003","0.0002","0.0001","0","0.0002","0","0.0007","0"
"3.4.17.18","0.05023","0.07831","0.0005","0.0002","0.0002","0.0001","0.0004","0.0001","0.0002","0","0.0003","0.0001","0.0003","0.0001","0.0003","0.0001","0.0004","0.0002"
"2.4.1.319","0.002902","0.01834","0.0008","0.0005","0.0001","0.0001","0.0002","0.0001","0","0","0.0006","0.0003","0.0001","0","0.0005","0.0003","0.0002","0"
"2.4.1.320","0.002902","0.01834","0.0008","0.0005","0.0001","0.0001","0.0002","0.0001","0","0","0.0006","0.0003","0.0001","0","0.0005","0.0003","0.0002","0"
"2.1.3.1","0.4157","0.4387","0.0003","0.0002","0.0003","0.0003","0.0003","0.0002","0.0002","0.0001","0.0003","0.0001","0.0003","0.0002","0.0005","0.0002","0.0004","0.0001"
"2.4.1.321","0.002125","0.01834","0.0004","0.0002","0.0001","0","0.0002","0","0.0001","0.0001","0.0003","0.0002","0.001","0.0002","0.0002","0.0001","0.0004","0.0001"
"2.6.1.81","0.004802","0.01997","0.0003","0.0001","0.0001","0.0001","0.0002","0.0001","0.0001","0.0001","0.0004","0.0002","0.001","0.0002","0.0002","0.0002","0.0004","0.0001"
"1.5.99.6","0.009145","0.02569","0.0005","0.0001","0.0002","0.0001","0.0004","0.0002","0.0001","0.0001","0.0006","0.0003","0.0002","0.0001","0.0004","0.0002","0.0003","0.0001"
"2.5.1.84","0.5344","0.5515","0.0002","0.0001","0.0002","0.0001","0.0004","0.0003","0.0004","0.0002","0.0006","0.0005","0.0002","0.0001","0.0004","0.0002","0.0002","0"
"2.5.1.85","0.5344","0.5515","0.0002","0.0001","0.0002","0.0001","0.0004","0.0003","0.0004","0.0002","0.0006","0.0005","0.0002","0.0001","0.0004","0.0002","0.0002","0"
"3.4.24.56","0.09866","0.1294","0.0005","0.0003","0.0002","0.0001","0.0001","0.0001","0.0004","0.0004","0.0002","0.0001","0.0002","0.0001","0.0004","0.0002","0.0004","0"
"3.2.1.184","0.02323","0.04595","0.0007","0.0002","0.0002","0.0001","0.0003","0.0002","0.0001","0.0001","0.0004","0.0002","0.0002","0.0001","0.0005","0.0003","0.0001","0.0001"
"1.14.11.16","0.03216","0.05666","0.0002","0.0002","0.0002","0.0003","0.0004","0.0004","0.0002","0.0002","0","0","0.0004","0","0.0003","0.0002","0.0006","0.0002"
"2.5.1.77","0.006514","0.0225","0.0003","0.0002","0.0001","0.0001","0.0004","0.0003","0.0001","0.0001","0.0011","0.0009","0","0","0.0005","0.0003","0","0"
"3.1.21.1","0.01179","0.02947","0.0003","0.0001","0.0001","0","0.0002","0","0.0002","0.0001","0.0002","0.0001","0.0006","0.0001","0.0003","0.0003","0.0004","0"
"3.1.21.4","0.002776","0.01834","0.0007","0.0004","0.0001","0.0001","0.0002","0.0001","0.0001","0.0001","0.0003","0.0001","0.0006","0.0002","0.0002","0","0.0002","0.0001"
"4.2.2.20","0.003196","0.01834","0.0006","0.0002","0.0002","0.0002","0.0002","0","0","0","0.0007","0.0003","0.0001","0.0001","0.0003","0.0001","0.0003","0"
"4.2.2.21","0.003196","0.01834","0.0006","0.0002","0.0002","0.0002","0.0002","0","0","0","0.0007","0.0003","0.0001","0.0001","0.0003","0.0001","0.0003","0"
"1.1.3.45","0.02212","0.0445","0.0002","0.0001","0.0002","0.0002","0.0003","0.0001","0.0002","0.0002","0.0002","0.0001","0.0007","0.0001","0.0002","0.0001","0.0004","0.0001"
"1.3.3.14","0.02212","0.0445","0.0002","0.0001","0.0002","0.0002","0.0003","0.0001","0.0002","0.0002","0.0002","0.0001","0.0007","0.0001","0.0002","0.0001","0.0004","0.0001"
"2.1.1.5","0.001694","0.01834","0.0003","0.0002","0.0002","0.0001","0.0005","0.0004","0","0","0.001","0.0008","0","0","0.0003","0","0","0"
"3.4.24.26","0.2521","0.2813","0.0004","0.0001","0.0002","0.0002","0.0004","0.0002","0.0004","0.0002","0.0002","0.0001","0.0003","0.0001","0.0002","0.0001","0.0003","0"
"1.15.1.2","0.634","0.6447","0.0002","0.0001","0.0002","0.0001","0.0003","0.0001","0.0003","0.0001","0.0003","0.0003","0.0003","0.0001","0.0004","0.0003","0.0004","0"
"1.13.11.74","0.001694","0.01834","0.0003","0.0002","0.0002","0.0001","0.0005","0.0004","0","0","0.001","0.0008","0","0","0.0003","0","0","0"
"1.13.11.76","0.001694","0.01834","0.0003","0.0002","0.0002","0.0001","0.0005","0.0004","0","0","0.001","0.0008","0","0","0.0003","0","0","0"
"2.4.1.230","0.007843","0.0242","0.0003","0.0001","0.0002","0.0001","0.0001","0","0.0002","0.0001","0.0003","0.0001","0.0005","0.0001","0.0003","0.0001","0.0005","0"
"1.13.11.24","0.005806","0.02186","0.0004","0.0001","0.0002","0.0003","0.0002","0.0001","0","0","0.0009","0.0007","0.0001","0.0001","0.0003","0.0001","0.0002","0"
"2.7.1.174","0.005454","0.02114","0.0003","0.0001","0.0002","0.0001","0.0002","0","0.0002","0.0001","0.0003","0.0001","0.0005","0.0001","0.0003","0","0.0005","0"
"6.3.1.12","0.003046","0.01834","0.0005","0.0001","0.0001","0.0001","0.0004","0.0003","0","0","0.0009","0.0008","0.0002","0","0.0002","0.0001","0.0001","0"
"1.13.11.46","0.008901","0.02531","0.0004","0.0002","0.0002","0.0001","0.0002","0","0","0","0.0006","0.0003","0.0001","0.0001","0.0005","0.0005","0.0002","0"
"2.4.1.20","0.008095","0.02447","0.0004","0.0002","0.0001","0.0001","0.0004","0.0002","0","0","0.0004","0.0002","0.0002","0.0001","0.0005","0.0001","0.0001","0"
"4.2.2.5","0.00382","0.01878","0.0005","0.0002","0.0002","0.0002","0.0002","0","0","0","0.0007","0.0003","0.0001","0.0001","0.0003","0.0001","0.0002","0.0001"
"4.6.1.2","0.1623","0.1959","0.0002","0.0001","0.0002","0.0001","0.0002","0.0002","0.0004","0.0001","0.0002","0","0.0002","0","0.0006","0.0003","0.0003","0.0001"
"2.1.1.196","0.01106","0.02864","0.0002","0.0001","0.0001","0.0001","0.0004","0.0003","0.0001","0","0.0006","0.0005","0.0001","0","0.0005","0.0003","0.0001","0"
"1.14.14.8","0.01765","0.03839","0.0006","0.0003","0.0002","0.0001","0.0002","0.0001","0.0001","0","0.0002","0","0.0002","0.0001","0.0004","0.0002","0.0002","0"
"4.2.3.7","0.001949","0.01834","0.0006","0.0003","0.0001","0.0001","0.0005","0.0002","0","0","0.0004","0.0002","0.0001","0","0.0003","0.0001","0.0001","0"
"4.2.3.96","0.001949","0.01834","0.0006","0.0003","0.0001","0.0001","0.0005","0.0003","0","0","0.0004","0.0002","0.0001","0","0.0003","0.0001","0.0001","0"
"1.14.21.7","0.001949","0.01834","0.0006","0.0003","0.0001","0.0001","0.0005","0.0002","0","0","0.0004","0.0002","0.0001","0","0.0003","0.0001","0.0001","0"
"4.2.2.17","0.006014","0.02211","0.0005","0.0001","0.0002","0.0002","0.0004","0.0002","0","0","0.0007","0.0006","0.0001","0","0.0001","0.0001","0.0001","0"
"4.2.1.118","0.02841","0.05177","0.0004","0.0002","0.0001","0.0001","0.0003","0.0001","0","0","0.0003","0.0001","0.0004","0","0.0003","0.0001","0.0003","0"
"2.5.1.60","0.07144","0.1033","0.0002","0.0001","0.0002","0.0001","0.0001","0","0.0005","0.0001","0.0002","0.0001","0.0003","0.0002","0.0002","0.0001","0.0003","0"
"3.1.2.29","0.1493","0.1815","0.0004","0.0003","0.0005","0.0007","0.0004","0.0002","0","0","0.0003","0.0002","0.0001","0","0.0002","0.0002","0.0001","0"
"2.7.4.26","0.003239","0.01834","0.0005","0.0003","0.0003","0.0002","0.0004","0.0001","0","0","0.0005","0.0002","0.0002","0","0.0001","0.0001","0.0001","0"
"1.14.99.1","0.009374","0.02601","0.0004","0.0002","0.0002","0.0001","0.0002","0.0001","0","0","0.0006","0.0003","0.0001","0.0001","0.0003","0.0001","0.0002","0"
"2.1.1.245","0.009516","0.02614","0.0001","0","0.0003","0.0001","0.0001","0","0.0005","0.0002","0.0001","0","0.0003","0.0002","0.0002","0.0003","0.0004","0.0002"
"1.14.11.27","0.03635","0.06222","0.0001","0.0001","0.0001","0.0002","0.0002","0.0002","0.0004","0.0001","0.0001","0","0.0002","0","0.0006","0.0003","0.0003","0.0001"
"1.2.3.3","0.01691","0.03721","0.0006","0.0003","0.0002","0.0001","0.0001","0","0.0002","0","0.0002","0.0001","0.0001","0","0.0003","0.0001","0.0002","0.0001"
"2.7.1.182","0.008406","0.02504","0.0003","0.0001","0.0001","0.0001","0.0003","0.0001","0.0002","0.0001","0.0007","0.0005","0","0","0.0004","0.0002","0","0"
"1.2.1.72","0.04715","0.07451","0.0002","0.0001","0.0001","0.0001","0.0002","0.0001","0.0001","0","0.0002","0.0001","0.0006","0.0001","0.0003","0.0003","0.0003","0.0001"
"1.5.1.47","0.0465","0.0737","0.0004","0.0002","0.0005","0.0007","0.0004","0.0002","0","0","0.0003","0.0001","0.0001","0","0.0002","0.0001","0.0001","0"
"3.1.3.90","0.002185","0.01834","0.0007","0.0006","0.0001","0","0.0001","0","0","0","0.0003","0.0001","0.0001","0","0.0004","0.0002","0.0002","0.0001"
"1.5.1.10","0.01182","0.02947","0.0005","0.0002","0.0001","0.0001","0.0003","0.0002","0","0","0.0003","0.0002","0.0002","0.0001","0.0004","0.0003","0.0001","0"
"1.13.11.41","0.01309","0.03162","0.0003","0.0001","0.0001","0.0001","0.0003","0.0001","0","0","0.0003","0.0001","0.0004","0","0.0002","0.0001","0.0003","0"
"1.7.1.6","0.002846","0.01834","0.0006","0.0003","0.0002","0.0001","0.0001","0","0","0","0.0002","0.0001","0.0001","0","0.0003","0.0001","0.0002","0"
"3.4.24.27","0.002579","0.01834","0.0006","0.0003","0.0002","0.0001","0.0001","0","0.0001","0","0.0003","0.0001","0.0001","0","0.0003","0.0001","0.0002","0"
"1.2.7.4","0.03018","0.05415","0.0001","0","0.0001","0.0001","0.0002","0.0001","0.0003","0.0001","0.0001","0","0.0003","0.0001","0.0003","0.0003","0.0004","0.0001"
"2.8.4.2","0.02486","0.04816","0.0002","0.0001","0.0003","0.0003","0.0002","0","0.0002","0.0001","0.0007","0.0011","0.0001","0","0","0","0.0001","0.0001"
"1.7.2.3","0.005864","0.02193","0.0001","0.0001","0","0.0001","0","0.0001","0.0002","0.0002","0","0","0.0002","0.0001","0.0007","0.0003","0.0004","0.0001"
"3.2.1.11","0.001393","0.01834","0.0005","0.0003","0.0001","0.0001","0.0002","0.0001","0","0","0.0004","0.0003","0.0001","0","0.0001","0.0001","0.0002","0"
"1.1.1.385","0.01482","0.03416","0.0003","0.0001","0.0001","0.0001","0.0003","0.0001","0","0","0.0002","0.0001","0.0004","0","0.0002","0.0001","0.0003","0"
"2.4.1.161","0.02145","0.04369","0.0003","0.0001","0.0001","0.0001","0.0001","0","0.0001","0.0001","0.0002","0.0001","0.0006","0.0002","0.0001","0.0001","0.0002","0.0001"
"1.5.1.21","0.009835","0.02656","0.0001","0","0.0001","0","0.0001","0","0.0002","0.0001","0.0001","0.0001","0.0005","0.0001","0.0001","0.0001","0.0002","0.0001"
"3.4.24.25","0.09338","0.1246","0.0004","0.0002","0.0002","0.0001","0.0003","0.0003","0.0001","0","0.0002","0.0001","0.0002","0","0.0002","0.0001","0.0001","0"
"1.8.99.3","0.2402","0.2703","0.0002","0.0002","0.0002","0.0001","0.0001","0.0001","0.0003","0.0002","0.0001","0.0002","0.0002","0.0001","0.0002","0.0003","0.0003","0.0001"
"1.8.99.5","0.2402","0.2703","0.0002","0.0002","0.0002","0.0001","0.0001","0.0001","0.0003","0.0002","0.0001","0.0002","0.0002","0.0001","0.0002","0.0003","0.0003","0.0001"
"3.1.3.4","0.002185","0.01834","0.0005","0.0003","0.0001","0","0.0001","0","0.0001","0","0.0002","0","0.0001","0","0.0004","0.0001","0.0002","0"
"3.1.3.81","0.002185","0.01834","0.0005","0.0003","0.0001","0","0.0001","0","0.0001","0","0.0002","0","0.0001","0","0.0004","0.0001","0.0002","0"
"1.14.12.15","0.02716","0.05036","0.0003","0.0001","0.0002","0.0001","0.0003","0.0002","0","0","0.0002","0.0001","0.0002","0.0001","0.0003","0.0001","0.0001","0"
"3.2.1.156","0.02971","0.0537","0.0003","0.0002","0.0003","0.0003","0.0002","0","0.0001","0","0.0003","0.0001","0.0001","0","0.0002","0.0001","0.0002","0"
"2.3.1.18","0.01209","0.02996","0.0002","0.0001","0.0001","0.0001","0.0003","0.0001","0","0","0.0002","0.0001","0.0002","0","0.0003","0.0001","0.0001","0"
"3.1.6.14","0.1461","0.1781","0.0001","0","0.0003","0.0003","0.0001","0.0001","0.0002","0.0001","0.0001","0","0.0002","0.0001","0.0003","0.0002","0.0003","0"
"2.4.1.52","0.002516","0.01834","0.0003","0.0001","0.0001","0.0001","0.0004","0","0","0","0.0004","0.0001","0.0001","0","0.0002","0.0001","0","0"
"2.1.1.295","0.001715","0.01834","0.0002","0.0001","0.0001","0","0.0003","0.0001","0.0001","0","0.0006","0.0005","0","0","0.0002","0.0001","0","0"
"3.6.3.24","0.003199","0.01834","0.0006","0.0006","0","0","0.0001","0.0001","0","0","0.0003","0.0002","0","0","0.0003","0.0001","0.0001","0"
"3.1.2.20","0.01808","0.03906","0.0005","0.0003","0.0001","0.0001","0.0001","0.0001","0","0","0.0002","0","0.0001","0","0.0003","0.0001","0.0002","0"
"2.7.1.22","0.02401","0.04704","0.0002","0.0001","0.0001","0","0.0002","0.0001","0.0001","0.0001","0.0001","0.0001","0.0003","0.0001","0.0003","0.0001","0.0001","0"
"1.8.99.2","0.03575","0.06147","0.0001","0.0001","0.0002","0.0001","0","0","0.0003","0.0001","0.0001","0.0001","0.0002","0.0001","0.0002","0.0003","0.0003","0.0001"
"3.7.1.19","0.004325","0.01944","0.0002","0.0001","0.0001","0.0001","0.0002","0.0001","0","0","0.0007","0.0009","0","0","0.0001","0.0001","0","0"
"1.8.7.2","0.008961","0.02534","0.0001","0.0001","0.0002","0.0002","0.0002","0.0002","0.0001","0","0.0006","0.0005","0","0","0.0002","0.0001","0","0"
"1.20.9.1","0.1534","0.1863","0.0002","0.0002","0.0002","0.0003","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0003","0","0.0001","0","0.0003","0"
"1.8.2.1","0.03304","0.05784","0.0003","0.0002","0.0001","0.0001","0.0002","0.0001","0","0","0.0003","0.0001","0.0002","0.0001","0.0002","0.0001","0.0001","0"
"2.6.1.104","0.003351","0.01859","0.0005","0.0003","0.0001","0","0.0001","0","0","0","0.0001","0","0.0001","0","0.0002","0.0001","0.0002","0"
"3.1.3.92","0.003351","0.01859","0.0005","0.0003","0.0001","0","0.0001","0","0","0","0.0001","0","0.0001","0","0.0002","0.0001","0.0002","0"
"1.12.7.2","0.3894","0.4142","0.0002","0.0001","0.0001","0","0.0002","0.0002","0.0001","0","0.0001","0.0001","0.0002","0","0.0003","0.0003","0.0002","0.0001"
"1.14.16.2","0.01375","0.03255","0.0002","0.0001","0.0002","0.0001","0.0003","0.0002","0","0","0.0003","0.0001","0.0003","0.0002","0.0001","0","0","0"
"1.1.1.34","0.004604","0.01977","0.0002","0.0001","0.0001","0","0.0002","0.0001","0.0001","0.0001","0.0004","0.0004","0","0","0.0003","0.0001","0.0001","0"
"2.8.3.10","0.01811","0.03908","0.0002","0.0001","0","0","0.0002","0.0002","0","0","0.0002","0.0001","0.0001","0","0.0003","0.0003","0.0002","0"
"5.4.3.5","0.01267","0.03097","0.0001","0.0001","0","0","0.0003","0.0003","0","0","0.0001","0","0.0002","0","0.0003","0.0005","0.0002","0.0001"
"2.7.7.47","0.007944","0.02428","0.0003","0.0003","0.0001","0","0.0001","0","0.0003","0.0002","0.0003","0.0001","0","0","0.0002","0.0001","0.0001","0"
